X	Filt_0	Filt_1	Filt_2	Filt_3	Filt_4	Filt_5	Filt_6	Filt_7	Filt_8	Filt_9	Filt_10	Filt_11	Filt_12	Filt_13	Filt_14	Filt_15	Filt_16	Filt_17	Filt_18	Filt_19	Filt_20	Filt_21	Filt_22	Filt_23	Filt_24	Filt_25	Filt_26	Filt_27	Filt_28	Filt_29	Filt_30	Filt_31	Filt_32	Filt_33	Filt_34	Filt_35	Filt_36	Filt_37	Filt_38	Filt_39	Filt_40	Filt_41	Filt_42	Filt_43	Filt_44	Filt_45	Filt_46	Filt_47	Filt_48	Filt_49
43.0000	-0.314540	-0.371432	-0.220668	-0.429113	-0.298401	-0.366438	-0.210797	-0.306628	-0.366726	-0.296610	-0.167992	-0.412700	-0.342440	-0.310803	-0.211055	-0.207902	-0.382821	-0.172954	-0.272161	-0.382551	-0.329468	-0.215945	-0.243236	-0.289488	-0.298850	-0.176335	-0.326694	-0.257553	-0.247917	-0.197750	-0.353499	-0.218934	-0.264899	-0.332990	-0.309397	-0.251077	-0.223480	-0.342123	-0.295409	-0.324413	-0.265787	-0.293701	-0.296850	-0.226456	-0.306714	-0.229029	-0.264624	-0.298298	-0.393421	-0.253240
44.0000	-0.331309	-0.357075	-0.226181	-0.430403	-0.321195	-0.368713	-0.222254	-0.312791	-0.360469	-0.279777	-0.201759	-0.422883	-0.339180	-0.301470	-0.207509	-0.231162	-0.393921	-0.199694	-0.270179	-0.420634	-0.298333	-0.240713	-0.246749	-0.293216	-0.316293	-0.166254	-0.330238	-0.268718	-0.240138	-0.184115	-0.363413	-0.219864	-0.269001	-0.346702	-0.313742	-0.250500	-0.213443	-0.328278	-0.309932	-0.322972	-0.275984	-0.317317	-0.293486	-0.233944	-0.312093	-0.201436	-0.254091	-0.294374	-0.398540	-0.267106
45.0000	-0.340571	-0.336736	-0.253850	-0.428240	-0.341057	-0.364048	-0.234729	-0.323774	-0.349818	-0.252103	-0.231135	-0.416271	-0.343844	-0.284943	-0.205756	-0.259667	-0.398731	-0.222738	-0.266560	-0.430113	-0.259519	-0.274506	-0.252485	-0.290401	-0.340834	-0.178549	-0.334885	-0.291969	-0.229361	-0.183549	-0.366593	-0.229951	-0.281159	-0.355629	-0.316159	-0.252603	-0.205835	-0.307151	-0.321675	-0.319462	-0.287689	-0.331127	-0.288233	-0.249814	-0.317941	-0.170785	-0.243857	-0.282867	-0.397067	-0.298481
46.0000	-0.340302	-0.315965	-0.298745	-0.427336	-0.354646	-0.357523	-0.250544	-0.333628	-0.337596	-0.219059	-0.248842	-0.390742	-0.357759	-0.260978	-0.202073	-0.286221	-0.399001	-0.236565	-0.264666	-0.410775	-0.231003	-0.313126	-0.259152	-0.286002	-0.364910	-0.206435	-0.337535	-0.324614	-0.226186	-0.191399	-0.354958	-0.252739	-0.304186	-0.357673	-0.321699	-0.258175	-0.202774	-0.284699	-0.326115	-0.314843	-0.297931	-0.334763	-0.283426	-0.267996	-0.325983	-0.144254	-0.232114	-0.271440	-0.390123	-0.343439
47.0000	-0.332306	-0.298950	-0.347936	-0.430477	-0.361532	-0.353839	-0.270233	-0.335784	-0.325676	-0.187914	-0.253411	-0.349091	-0.378428	-0.232258	-0.195293	-0.302860	-0.395918	-0.240459	-0.267633	-0.373565	-0.226545	-0.347370	-0.265083	-0.285481	-0.379489	-0.237018	-0.333639	-0.356851	-0.237037	-0.201691	-0.327845	-0.286415	-0.337721	-0.350492	-0.334778	-0.264994	-0.205142	-0.268207	-0.319726	-0.310267	-0.302956	-0.330539	-0.281399	-0.284843	-0.336550	-0.130291	-0.220256	-0.271579	-0.378721	-0.389300
48.0000	-0.321296	-0.286782	-0.386757	-0.438356	-0.362580	-0.354723	-0.291072	-0.330383	-0.316937	-0.164766	-0.248321	-0.301304	-0.399892	-0.203125	-0.187636	-0.304964	-0.390212	-0.236482	-0.275961	-0.334136	-0.250788	-0.368934	-0.268975	-0.293424	-0.378958	-0.261657	-0.319128	-0.376669	-0.259070	-0.210086	-0.293419	-0.322381	-0.376175	-0.332807	-0.354643	-0.270770	-0.211824	-0.262946	-0.301104	-0.306583	-0.299985	-0.322879	-0.284941	-0.298731	-0.347422	-0.137148	-0.212010	-0.290088	-0.364255	-0.421155
49.0000	-0.311207	-0.278697	-0.404895	-0.449253	-0.358347	-0.359438	-0.308781	-0.323414	-0.314718	-0.154075	-0.239795	-0.260942	-0.414908	-0.179631	-0.183082	-0.294629	-0.383039	-0.227423	-0.287023	-0.303642	-0.298524	-0.375115	-0.270085	-0.311759	-0.364336	-0.280245	-0.293493	-0.378667	-0.283158	-0.215358	-0.263172	-0.349791	-0.410719	-0.306265	-0.374940	-0.274570	-0.220844	-0.270466	-0.273200	-0.304393	-0.289149	-0.316476	-0.295072	-0.308915	-0.355350	-0.168580	-0.209787	-0.323934	-0.347990	-0.430658
50.0000	-0.300975	-0.274555	-0.399610	-0.459356	-0.348578	-0.366233	-0.320540	-0.319473	-0.320923	-0.159975	-0.232837	-0.236509	-0.417558	-0.168213	-0.185180	-0.280160	-0.375028	-0.216693	-0.296871	-0.285118	-0.357277	-0.367201	-0.267961	-0.338138	-0.343562	-0.297174	-0.262282	-0.367018	-0.300742	-0.219417	-0.243322	-0.360705	-0.434313	-0.276918	-0.388463	-0.276474	-0.231221	-0.289204	-0.244689	-0.303842	-0.273866	-0.313591	-0.308416	-0.314917	-0.358153	-0.219006	-0.212725	-0.362902	-0.329985	-0.419489
51.0000	-0.286546	-0.275386	-0.376174	-0.463901	-0.332841	-0.372267	-0.326104	-0.319300	-0.335114	-0.184646	-0.229362	-0.227954	-0.404929	-0.171555	-0.195637	-0.271504	-0.365286	-0.208605	-0.302487	-0.276056	-0.413939	-0.348560	-0.262563	-0.366963	-0.327795	-0.314582	-0.234709	-0.351940	-0.306944	-0.225556	-0.232570	-0.352791	-0.445177	-0.253201	-0.391552	-0.276863	-0.241415	-0.315120	-0.226538	-0.304778	-0.259614	-0.313856	-0.318381	-0.316753	-0.354995	-0.275400	-0.218375	-0.396247	-0.309973	-0.397070
52.0000	-0.267882	-0.281901	-0.344724	-0.458391	-0.312243	-0.373180	-0.326747	-0.321873	-0.353772	-0.224986	-0.230135	-0.231805	-0.377936	-0.186321	-0.213363	-0.274160	-0.353218	-0.207199	-0.303369	-0.272125	-0.460228	-0.324034	-0.255055	-0.392053	-0.323403	-0.328644	-0.217358	-0.345741	-0.299650	-0.235331	-0.226517	-0.329604	-0.446035	-0.241108	-0.385135	-0.276023	-0.247954	-0.342247	-0.224659	-0.308162	-0.252125	-0.316235	-0.318755	-0.315189	-0.345835	-0.324760	-0.225653	-0.417114	-0.289627	-0.375075
53.0000	-0.251124	-0.291977	-0.315025	-0.439715	-0.291020	-0.364509	-0.324174	-0.325444	-0.370293	-0.271939	-0.236653	-0.245892	-0.342182	-0.205923	-0.233853	-0.285961	-0.340213	-0.214420	-0.301807	-0.270611	-0.492140	-0.298191	-0.248927	-0.407730	-0.327054	-0.332436	-0.210976	-0.356834	-0.278853	-0.247709	-0.221507	-0.298711	-0.440720	-0.241815	-0.373620	-0.274026	-0.249464	-0.364706	-0.235955	-0.316024	-0.254739	-0.320077	-0.306840	-0.311549	-0.331130	-0.358507	-0.236109	-0.423134	-0.272999	-0.361012
54.0000	-0.243784	-0.300700	-0.293128	-0.407662	-0.275391	-0.345059	-0.320252	-0.327714	-0.377399	-0.312852	-0.250731	-0.268436	-0.308035	-0.225033	-0.250591	-0.298817	-0.328836	-0.230057	-0.301878	-0.271918	-0.507318	-0.274270	-0.250041	-0.409817	-0.329392	-0.323217	-0.212200	-0.382506	-0.247953	-0.261305	-0.216468	-0.268590	-0.431980	-0.252703	-0.361957	-0.271041	-0.250031	-0.378932	-0.250875	-0.328517	-0.266389	-0.325046	-0.285016	-0.307243	-0.312173	-0.372089	-0.253139	-0.415273	-0.264940	-0.355390
55.0000	-0.249915	-0.305160	-0.280906	-0.365954	-0.270001	-0.319591	-0.316860	-0.327114	-0.370752	-0.336326	-0.273471	-0.296302	-0.286992	-0.240947	-0.259000	-0.304489	-0.321642	-0.252949	-0.307865	-0.276964	-0.504542	-0.254712	-0.263000	-0.398241	-0.321889	-0.306539	-0.216887	-0.410451	-0.215180	-0.276281	-0.213534	-0.246735	-0.421613	-0.269330	-0.352728	-0.268408	-0.255718	-0.383868	-0.258777	-0.342989	-0.282774	-0.330657	-0.259460	-0.303206	-0.291818	-0.365156	-0.280193	-0.396768	-0.269084	-0.353545
56.0000	-0.268893	-0.307273	-0.276715	-0.321157	-0.275652	-0.297527	-0.314942	-0.323714	-0.351476	-0.338476	-0.304167	-0.325833	-0.285520	-0.251641	-0.260745	-0.300356	-0.320210	-0.280632	-0.322344	-0.284320	-0.484628	-0.241665	-0.286036	-0.377627	-0.301750	-0.292619	-0.222864	-0.428663	-0.191476	-0.294273	-0.215860	-0.239120	-0.411043	-0.287596	-0.346688	-0.269607	-0.269850	-0.380417	-0.253035	-0.356798	-0.299447	-0.335594	-0.236481	-0.299754	-0.273630	-0.343141	-0.317670	-0.372384	-0.285555	-0.349070
57.0000	-0.296386	-0.309373	-0.276896	-0.281468	-0.289411	-0.287631	-0.313491	-0.317303	-0.326499	-0.325421	-0.338521	-0.354388	-0.301370	-0.254374	-0.264061	-0.290495	-0.323574	-0.308274	-0.343987	-0.291283	-0.452130	-0.236864	-0.311767	-0.354629	-0.273820	-0.288942	-0.230977	-0.431671	-0.185294	-0.316693	-0.224599	-0.248459	-0.401627	-0.304467	-0.343761	-0.279043	-0.292675	-0.371592	-0.234561	-0.367679	-0.313969	-0.338353	-0.219772	-0.296952	-0.259545	-0.315360	-0.359531	-0.347452	-0.310020	-0.337089
58.0000	-0.325996	-0.310916	-0.277910	-0.256991	-0.305970	-0.292830	-0.310059	-0.305880	-0.305191	-0.308965	-0.368799	-0.380694	-0.324035	-0.247330	-0.276906	-0.282628	-0.327095	-0.330095	-0.366316	-0.296253	-0.415967	-0.241444	-0.333464	-0.335334	-0.247444	-0.296090	-0.244381	-0.420204	-0.199262	-0.342203	-0.239046	-0.272050	-0.394576	-0.317117	-0.341388	-0.299002	-0.322454	-0.361681	-0.210898	-0.372025	-0.326061	-0.338499	-0.210232	-0.294934	-0.249173	-0.289828	-0.395360	-0.326878	-0.336614	-0.317158
59.0000	-0.351373	-0.311461	-0.277630	-0.256304	-0.320115	-0.309022	-0.302415	-0.287919	-0.293836	-0.299514	-0.387591	-0.403482	-0.338950	-0.232013	-0.298907	-0.284211	-0.323394	-0.342366	-0.380144	-0.299099	-0.385347	-0.255910	-0.348671	-0.324071	-0.229996	-0.308834	-0.266831	-0.399269	-0.229718	-0.365307	-0.257673	-0.302640	-0.390405	-0.323363	-0.335453	-0.327836	-0.355570	-0.354006	-0.190812	-0.367207	-0.336333	-0.336279	-0.207034	-0.294031	-0.241227	-0.270667	-0.418478	-0.314502	-0.361321	-0.294375
60.0000	-0.367885	-0.311032	-0.275515	-0.279249	-0.329054	-0.328326	-0.289975	-0.264241	-0.293165	-0.300682	-0.391423	-0.420399	-0.334440	-0.213575	-0.322000	-0.299339	-0.306056	-0.345418	-0.378914	-0.300607	-0.364168	-0.280031	-0.358099	-0.322726	-0.223458	-0.320432	-0.300368	-0.376271	-0.267847	-0.377938	-0.277112	-0.332449	-0.388862	-0.322801	-0.324920	-0.360125	-0.386948	-0.349920	-0.179666	-0.354971	-0.345041	-0.332618	-0.208882	-0.294724	-0.235023	-0.258820	-0.430457	-0.312468	-0.380886	-0.276436
61.0000	-0.372442	-0.308459	-0.272337	-0.316092	-0.332770	-0.343770	-0.275032	-0.236994	-0.299458	-0.307850	-0.381482	-0.429274	-0.308280	-0.199721	-0.337777	-0.327628	-0.274581	-0.342974	-0.362293	-0.302091	-0.350323	-0.312571	-0.363421	-0.330451	-0.225955	-0.327001	-0.344270	-0.358429	-0.303624	-0.374616	-0.292873	-0.356596	-0.389208	-0.316867	-0.313064	-0.387301	-0.411269	-0.349723	-0.178683	-0.340122	-0.351194	-0.329115	-0.215005	-0.297402	-0.230986	-0.253719	-0.438045	-0.319974	-0.391686	-0.268254
62.0000	-0.363286	-0.305264	-0.269939	-0.354406	-0.332754	-0.351465	-0.263543	-0.209781	-0.306607	-0.311993	-0.363205	-0.429674	-0.269729	-0.198396	-0.342356	-0.364113	-0.236351	-0.338703	-0.336347	-0.304108	-0.338102	-0.350401	-0.365753	-0.343967	-0.234989	-0.328984	-0.396385	-0.349446	-0.330707	-0.358002	-0.303224	-0.373490	-0.389818	-0.308373	-0.304147	-0.399093	-0.424524	-0.353372	-0.186172	-0.326789	-0.352317	-0.325402	-0.225084	-0.302209	-0.229961	-0.255168	-0.448354	-0.332528	-0.393122	-0.269530
63.0000	-0.341553	-0.306499	-0.270802	-0.385091	-0.330525	-0.349910	-0.262644	-0.189533	-0.310337	-0.306108	-0.345256	-0.422643	-0.234019	-0.214038	-0.337728	-0.399063	-0.202933	-0.334134	-0.310726	-0.304578	-0.320593	-0.387531	-0.364992	-0.358405	-0.249543	-0.329472	-0.452446	-0.348277	-0.348026	-0.338735	-0.310359	-0.383867	-0.387975	-0.300701	-0.300721	-0.388175	-0.425326	-0.360394	-0.198920	-0.317026	-0.346465	-0.319222	-0.238143	-0.308913	-0.232237	-0.263873	-0.465140	-0.344617	-0.389195	-0.276814
64.0000	-0.312662	-0.313855	-0.276775	-0.404234	-0.326636	-0.339141	-0.275362	-0.185294	-0.312721	-0.289398	-0.335553	-0.410181	-0.213840	-0.244974	-0.331334	-0.420852	-0.184006	-0.329699	-0.293914	-0.299585	-0.293926	-0.416333	-0.360455	-0.368459	-0.269857	-0.331623	-0.502989	-0.351305	-0.358354	-0.328591	-0.317351	-0.389261	-0.380784	-0.297136	-0.303110	-0.356106	-0.415995	-0.369777	-0.213842	-0.311261	-0.335160	-0.311084	-0.251566	-0.316836	-0.237156	-0.280605	-0.485900	-0.353749	-0.384611	-0.286650
65.0000	-0.285337	-0.322711	-0.288042	-0.412017	-0.320457	-0.321909	-0.298701	-0.202821	-0.319583	-0.267202	-0.336000	-0.395723	-0.215963	-0.284516	-0.331998	-0.421932	-0.184696	-0.326077	-0.290086	-0.287868	-0.261743	-0.430513	-0.352698	-0.369888	-0.295115	-0.336841	-0.535814	-0.354068	-0.366463	-0.333304	-0.326115	-0.390285	-0.365890	-0.299970	-0.309775	-0.312967	-0.403173	-0.379448	-0.229628	-0.307119	-0.322850	-0.305169	-0.261464	-0.325214	-0.243483	-0.305421	-0.502412	-0.359765	-0.381970	-0.297634
66.0000	-0.267386	-0.326264	-0.303740	-0.410310	-0.310761	-0.305319	-0.325870	-0.240744	-0.332529	-0.247238	-0.341694	-0.383830	-0.242286	-0.324648	-0.344409	-0.402802	-0.205297	-0.324893	-0.298700	-0.274205	-0.233674	-0.426860	-0.344498	-0.361432	-0.321220	-0.344018	-0.543450	-0.351846	-0.377253	-0.350458	-0.337337	-0.386574	-0.341825	-0.308817	-0.318477	-0.270306	-0.396083	-0.385999	-0.247091	-0.298909	-0.313895	-0.305226	-0.264685	-0.333340	-0.250790	-0.336064	-0.505452	-0.362019	-0.382281	-0.310925
67.0000	-0.260738	-0.319590	-0.322710	-0.400906	-0.296879	-0.297480	-0.348218	-0.292135	-0.346969	-0.234982	-0.345166	-0.377936	-0.289653	-0.359044	-0.366919	-0.371940	-0.238994	-0.328441	-0.314858	-0.267500	-0.218065	-0.405953	-0.339469	-0.345418	-0.341853	-0.350168	-0.527369	-0.341915	-0.393098	-0.372799	-0.349572	-0.377258	-0.310053	-0.320918	-0.327716	-0.235913	-0.401552	-0.386696	-0.267582	-0.282723	-0.311183	-0.311862	-0.261489	-0.340336	-0.260523	-0.366567	-0.489727	-0.360026	-0.385280	-0.328472
68.0000	-0.261453	-0.302075	-0.342490	-0.385013	-0.279982	-0.300708	-0.357708	-0.347795	-0.357332	-0.231985	-0.340261	-0.378849	-0.348618	-0.384512	-0.391615	-0.341315	-0.272920	-0.337557	-0.331330	-0.275240	-0.217000	-0.372771	-0.340454	-0.325519	-0.352203	-0.352566	-0.497073	-0.325863	-0.411697	-0.393421	-0.358158	-0.360422	-0.277978	-0.333602	-0.336927	-0.213834	-0.418842	-0.381698	-0.290632	-0.261079	-0.315811	-0.322505	-0.256392	-0.345662	-0.275309	-0.390294	-0.456033	-0.353629	-0.389712	-0.349652
69.0000	-0.264338	-0.278581	-0.358084	-0.364166	-0.263595	-0.310798	-0.351535	-0.397617	-0.360809	-0.236969	-0.324572	-0.385406	-0.405587	-0.401043	-0.405186	-0.318910	-0.296760	-0.349499	-0.342891	-0.298560	-0.226584	-0.335916	-0.348388	-0.304669	-0.351172	-0.349940	-0.464977	-0.308878	-0.427317	-0.408681	-0.356759	-0.333965	-0.257956	-0.345016	-0.345856	-0.205993	-0.439099	-0.372948	-0.313104	-0.239478	-0.326930	-0.331909	-0.255389	-0.349743	-0.297012	-0.404792	-0.410715	-0.340993	-0.394327	-0.369280
70.0000	-0.266296	-0.256608	-0.363594	-0.342135	-0.252648	-0.322882	-0.334863	-0.432517	-0.357267	-0.246756	-0.302303	-0.394938	-0.447362	-0.410238	-0.395153	-0.305630	-0.309015	-0.358576	-0.348802	-0.330713	-0.239210	-0.305268	-0.360295	-0.285760	-0.340989	-0.341702	-0.439602	-0.296583	-0.434631	-0.418245	-0.341934	-0.298292	-0.259633	-0.354043	-0.354534	-0.212546	-0.450265	-0.361658	-0.330698	-0.221768	-0.342336	-0.333354	-0.262102	-0.353639	-0.324791	-0.410834	-0.363239	-0.320126	-0.398083	-0.379584
71.0000	-0.266816	-0.241073	-0.356435	-0.325401	-0.251340	-0.335297	-0.318342	-0.447856	-0.348579	-0.257101	-0.283962	-0.403690	-0.463549	-0.413841	-0.360024	-0.298746	-0.314880	-0.359387	-0.350902	-0.360769	-0.247113	-0.288247	-0.369603	-0.272322	-0.326125	-0.328276	-0.422879	-0.291852	-0.430948	-0.423865	-0.316853	-0.258380	-0.282192	-0.361188	-0.363160	-0.230740	-0.443064	-0.347670	-0.340486	-0.210190	-0.358771	-0.321967	-0.276059	-0.358567	-0.355563	-0.408275	-0.322913	-0.292155	-0.399575	-0.374671
72.0000	-0.267652	-0.232448	-0.339822	-0.320185	-0.261290	-0.349136	-0.312257	-0.445126	-0.338017	-0.265010	-0.280720	-0.408483	-0.449362	-0.413291	-0.311559	-0.294842	-0.321377	-0.350654	-0.350560	-0.380142	-0.246455	-0.285929	-0.370214	-0.267150	-0.312749	-0.312176	-0.412451	-0.293520	-0.415974	-0.427896	-0.290113	-0.224297	-0.315477	-0.367290	-0.371521	-0.254101	-0.414002	-0.330295	-0.342735	-0.205435	-0.372264	-0.299164	-0.292702	-0.365758	-0.387141	-0.396424	-0.296394	-0.260337	-0.396931	-0.354051
73.0000	-0.271658	-0.229005	-0.321051	-0.327831	-0.280990	-0.366594	-0.321663	-0.430618	-0.328819	-0.270031	-0.298462	-0.407821	-0.410577	-0.409434	-0.266383	-0.290772	-0.333908	-0.338067	-0.347693	-0.385607	-0.238334	-0.293496	-0.359818	-0.270661	-0.308241	-0.296779	-0.404967	-0.297149	-0.391272	-0.432137	-0.271141	-0.208160	-0.347636	-0.370914	-0.379260	-0.274548	-0.366195	-0.309018	-0.340893	-0.206085	-0.379554	-0.272742	-0.304783	-0.375577	-0.418332	-0.376945	-0.286568	-0.227463	-0.388231	-0.324061
74.0000	-0.280021	-0.229386	-0.307816	-0.342791	-0.306446	-0.388540	-0.344378	-0.411761	-0.322743	-0.272370	-0.334395	-0.401838	-0.362550	-0.402509	-0.236164	-0.285903	-0.354029	-0.333836	-0.341552	-0.378047	-0.226785	-0.304790	-0.341132	-0.280010	-0.317606	-0.284930	-0.398105	-0.296966	-0.360138	-0.437124	-0.266221	-0.217548	-0.370448	-0.368890	-0.386155	-0.286647	-0.309626	-0.284147	-0.339385	-0.210197	-0.378913	-0.251006	-0.305978	-0.386439	-0.444719	-0.354264	-0.291897	-0.195935	-0.372308	-0.295892
75.0000	-0.290865	-0.233573	-0.305190	-0.355500	-0.331572	-0.411762	-0.371973	-0.393311	-0.319895	-0.271233	-0.376252	-0.392817	-0.321194	-0.392784	-0.224123	-0.282953	-0.378129	-0.349048	-0.332011	-0.361134	-0.217302	-0.315822	-0.321782	-0.289204	-0.338230	-0.279389	-0.390937	-0.288480	-0.327278	-0.441667	-0.276034	-0.251290	-0.380030	-0.358761	-0.391074	-0.289873	-0.258441	-0.257540	-0.340414	-0.216789	-0.369697	-0.238516	-0.294578	-0.395366	-0.459119	-0.334130	-0.306428	-0.168735	-0.350394	-0.279710
76.0000	-0.301475	-0.242750	-0.313505	-0.357556	-0.348361	-0.429400	-0.395003	-0.376374	-0.319446	-0.265271	-0.407645	-0.384952	-0.295879	-0.381217	-0.229266	-0.285526	-0.398076	-0.382933	-0.320089	-0.340525	-0.216905	-0.326408	-0.309999	-0.291435	-0.360744	-0.282024	-0.383304	-0.271174	-0.298350	-0.442609	-0.295027	-0.300931	-0.375577	-0.340141	-0.391056	-0.288081	-0.224512	-0.231599	-0.342618	-0.225463	-0.352742	-0.235385	-0.274481	-0.399237	-0.457413	-0.320843	-0.321973	-0.149028	-0.327528	-0.279082
77.0000	-0.310442	-0.258407	-0.327571	-0.345332	-0.350057	-0.434807	-0.409166	-0.360356	-0.320185	-0.253447	-0.418032	-0.380774	-0.289040	-0.368927	-0.249902	-0.295730	-0.404304	-0.422243	-0.307133	-0.321542	-0.232602	-0.339247	-0.307436	-0.283249	-0.375840	-0.291446	-0.375091	-0.249759	-0.279410	-0.434907	-0.314324	-0.354796	-0.358565	-0.315947	-0.382483	-0.287802	-0.212441	-0.206987	-0.343248	-0.236123	-0.331602	-0.235775	-0.253592	-0.394986	-0.438769	-0.314259	-0.331668	-0.139209	-0.310836	-0.290087
78.0000	-0.317361	-0.280016	-0.338707	-0.321283	-0.335534	-0.424798	-0.415439	-0.344924	-0.320630	-0.236136	-0.408403	-0.378474	-0.297804	-0.355920	-0.280191	-0.312956	-0.389628	-0.450994	-0.294804	-0.306498	-0.264923	-0.355278	-0.307925	-0.266878	-0.378357	-0.303478	-0.365525	-0.231841	-0.274637	-0.413148	-0.326550	-0.401181	-0.332889	-0.293545	-0.363423	-0.294467	-0.218840	-0.182771	-0.340923	-0.249057	-0.312009	-0.230874	-0.240223	-0.379496	-0.402505	-0.310229	-0.332124	-0.140939	-0.305092	-0.305204
79.0000	-0.322353	-0.302210	-0.338763	-0.291978	-0.309419	-0.401440	-0.415812	-0.330049	-0.319620	-0.217111	-0.389683	-0.374221	-0.314370	-0.341099	-0.308704	-0.333244	-0.352656	-0.457890	-0.285991	-0.294860	-0.302770	-0.371062	-0.304862	-0.248222	-0.366667	-0.313490	-0.352918	-0.223328	-0.283368	-0.375592	-0.328325	-0.430185	-0.303949	-0.281662	-0.334604	-0.307929	-0.234368	-0.159086	-0.335658	-0.263795	-0.298859	-0.217468	-0.239066	-0.350675	-0.351845	-0.303547	-0.323610	-0.155897	-0.309873	-0.318430
80.0000	-0.326067	-0.316602	-0.323048	-0.263576	-0.278963	-0.372796	-0.411285	-0.315949	-0.317850	-0.204528	-0.376401	-0.365156	-0.326676	-0.323826	-0.323961	-0.350899	-0.300512	-0.438219	-0.282933	-0.285545	-0.328975	-0.381783	-0.297123	-0.232990	-0.341496	-0.315829	-0.335493	-0.225936	-0.300534	-0.327104	-0.320157	-0.435063	-0.276381	-0.283876	-0.299489	-0.322734	-0.248518	-0.139087	-0.327782	-0.278083	-0.293264	-0.200072	-0.249689	-0.309451	-0.298015	-0.290819	-0.309563	-0.185823	-0.319721	-0.327407
81.0000	-0.328674	-0.318446	-0.291740	-0.240212	-0.250933	-0.349655	-0.402177	-0.303828	-0.317258	-0.207635	-0.377561	-0.350309	-0.322257	-0.304816	-0.319880	-0.361807	-0.248472	-0.394702	-0.284528	-0.278328	-0.331610	-0.384393	-0.286700	-0.224764	-0.306178	-0.303249	-0.312715	-0.237631	-0.319632	-0.276979	-0.305973	-0.413623	-0.252539	-0.296896	-0.264695	-0.332774	-0.255016	-0.128744	-0.318254	-0.288674	-0.292123	-0.184832	-0.267948	-0.260252	-0.254778	-0.273323	-0.295061	-0.231121	-0.326608	-0.332494
82.0000	-0.328708	-0.309076	-0.251055	-0.226109	-0.228844	-0.338576	-0.388608	-0.295421	-0.317401	-0.231222	-0.390209	-0.331334	-0.295005	-0.284995	-0.298442	-0.364932	-0.214395	-0.337539	-0.287054	-0.273632	-0.310880	-0.377746	-0.274122	-0.224213	-0.266911	-0.271906	-0.285907	-0.254017	-0.333935	-0.234508	-0.292463	-0.370245	-0.232736	-0.314789	-0.238096	-0.334159	-0.252963	-0.134214	-0.308518	-0.292567	-0.290159	-0.175412	-0.287873	-0.209065	-0.229715	-0.256348	-0.284195	-0.288179	-0.324785	-0.334989
83.0000	-0.323450	-0.291589	-0.212041	-0.225859	-0.212034	-0.338188	-0.371939	-0.291757	-0.314735	-0.272296	-0.402151	-0.312293	-0.249275	-0.264068	-0.270131	-0.361172	-0.209717	-0.280845	-0.285983	-0.271375	-0.279283	-0.362062	-0.257433	-0.228605	-0.230385	-0.226906	-0.257863	-0.270340	-0.336706	-0.205376	-0.287367	-0.317809	-0.216428	-0.331701	-0.224545	-0.325439	-0.244342	-0.157255	-0.297937	-0.287777	-0.283005	-0.173104	-0.302085	-0.161781	-0.221742	-0.243533	-0.278786	-0.346317	-0.313727	-0.334852
84.0000	-0.310129	-0.267613	-0.185730	-0.241322	-0.197153	-0.342083	-0.356096	-0.292198	-0.305877	-0.319580	-0.400684	-0.297102	-0.196011	-0.241094	-0.249021	-0.351314	-0.232449	-0.236193	-0.277121	-0.269547	-0.254406	-0.338998	-0.233807	-0.233292	-0.200469	-0.180538	-0.232664	-0.283651	-0.323893	-0.188904	-0.295538	-0.274920	-0.203267	-0.341231	-0.223996	-0.308068	-0.232513	-0.192020	-0.283582	-0.274279	-0.270220	-0.176768	-0.302864	-0.123408	-0.223003	-0.233456	-0.279179	-0.388195	-0.295823	-0.329491
85.0000	-0.287220	-0.238348	-0.178731	-0.268358	-0.179792	-0.342805	-0.345422	-0.293407	-0.289181	-0.357274	-0.378776	-0.286860	-0.144526	-0.216049	-0.244153	-0.334422	-0.268431	-0.208513	-0.258801	-0.264076	-0.247669	-0.311740	-0.202554	-0.233288	-0.178125	-0.145635	-0.215802	-0.292931	-0.298377	-0.179026	-0.314612	-0.256776	-0.193354	-0.336863	-0.232990	-0.285774	-0.222032	-0.227216	-0.265167	-0.254504	-0.256290	-0.182811	-0.286779	-0.096384	-0.220806	-0.222373	-0.284764	-0.397312	-0.273479	-0.315743
86.0000	-0.256355	-0.206682	-0.191368	-0.296600	-0.156061	-0.333339	-0.340296	-0.289716	-0.264712	-0.372355	-0.336629	-0.279519	-0.099328	-0.190151	-0.254207	-0.307883	-0.300195	-0.196984	-0.233589	-0.251391	-0.258154	-0.283672	-0.168223	-0.224491	-0.163638	-0.130302	-0.211739	-0.296950	-0.270643	-0.170163	-0.336106	-0.266496	-0.186710	-0.314596	-0.246937	-0.261466	-0.216405	-0.252419	-0.246878	-0.232389	-0.246949	-0.187026	-0.258315	-0.079482	-0.203358	-0.207682	-0.293232	-0.368513	-0.248510	-0.291986
