X	Raw_0	Raw_1	Raw_2	Raw_3	Raw_4	Raw_5	Raw_6	Raw_7	Raw_8	Raw_9	Raw_10	Raw_11	Raw_12	Raw_13	Raw_14	Raw_15	Raw_16	Raw_17	Raw_18	Raw_19	Raw_20	Raw_21	Raw_22	Raw_23	Raw_24	Raw_25	Raw_26	Raw_27	Raw_28	Raw_29	Raw_30	Raw_31	Raw_32	Raw_33	Raw_34	Raw_35	Raw_36	Raw_37	Raw_38	Raw_39	Raw_40	Raw_41	Raw_42	Raw_43	Raw_44	Raw_45	Raw_46	Raw_47	Raw_48	Raw_49
43.0000	-0.326670	-0.381885	0.029805	-0.533778	-0.473954	-0.426482	-0.067106	-0.113803	-0.308449	-0.414398	-0.172430	-0.373789	-0.257797	-0.316655	-0.409085	0.035347	-0.190816	-0.368507	-0.281791	-0.432772	-0.507424	-0.202189	-0.243241	-0.366027	-0.300404	-0.034477	-0.132561	-0.110898	-0.175374	-0.162266	-0.480047	-0.106843	-0.333224	-0.331167	-0.392730	-0.216487	-0.209125	-0.456707	-0.144131	-0.494170	-0.252456	-0.220208	-0.140053	0.125718	-0.368896	-0.387037	-0.267451	-0.352650	-0.391514	-0.280368
44.0000	-0.506286	-0.110217	-0.153839	-0.548297	-0.135067	-0.221929	-0.485188	-0.264788	-0.395977	-0.298183	-0.260513	-0.530695	-0.299001	-0.163391	0.088271	-0.074968	-0.385879	-0.457970	-0.279277	-0.597392	-0.449021	-0.302038	-0.580556	-0.289481	-0.129825	-0.056676	-0.321961	-0.224587	-0.323251	-0.082137	-0.071450	-0.145656	-0.264052	-0.357764	-0.336071	-0.395998	-0.185456	-0.114056	-0.338984	0.054137	-0.284068	-0.336579	-0.280319	-0.059225	-0.072441	-0.167321	-0.455300	-0.349479	-0.413373	-0.023429
45.0000	-0.395472	-0.054567	-0.336399	-0.418390	-0.361559	-0.390796	-0.204762	-0.498950	-0.407046	0.019377	-0.517180	-0.436985	-0.349891	-0.331507	-0.247779	-0.218852	-0.523232	-0.159984	0.012032	-0.508301	-0.180526	-0.493579	-0.185400	-0.358472	-0.502939	-0.084882	-0.342763	-0.240925	-0.157194	-0.128770	-0.410846	-0.282346	-0.286626	-0.025371	-0.269277	-0.221822	-0.175364	-0.344690	-0.319959	-0.312540	-0.260809	-0.355058	-0.400591	-0.326647	-0.349034	-0.470139	-0.075176	-0.462404	-0.396176	-0.525677
46.0000	-0.359561	-0.356393	-0.110283	-0.171417	-0.523953	-0.299864	-0.325962	-0.220718	-0.039743	-0.174810	-0.312371	-0.475314	-0.432327	-0.507878	-0.099157	-0.347701	-0.409533	-0.227813	-0.303684	-0.496541	-0.050441	-0.145374	-0.282127	-0.268585	-0.250222	-0.303222	-0.288870	-0.459555	-0.316586	-0.219889	-0.605990	-0.344840	0.105114	-0.591641	-0.365383	-0.165176	-0.349722	-0.245195	-0.310929	-0.465002	-0.451066	-0.351495	-0.093993	-0.289051	-0.237835	-0.114572	-0.274584	0.070012	-0.339018	-0.164433
47.0000	-0.134842	-0.354598	-0.354622	-0.338465	-0.357628	-0.377958	-0.120867	-0.432758	-0.309545	-0.429148	-0.099854	-0.112143	-0.202174	-0.244535	-0.316168	-0.328516	-0.271007	-0.277294	-0.055135	-0.086640	-0.169439	-0.082326	-0.212176	-0.207447	-0.416823	-0.460754	-0.493811	-0.466952	-0.036283	-0.291631	-0.069187	-0.151284	-0.069974	-0.494131	-0.193048	-0.275532	-0.247054	-0.567282	-0.410157	-0.267721	-0.372559	-0.286816	-0.469123	-0.247965	-0.478067	0.014336	-0.187977	-0.126834	-0.333393	-0.263512
48.0000	-0.244783	-0.257082	-0.602045	-0.417044	-0.071212	-0.151947	-0.235687	-0.619741	-0.400582	-0.078067	-0.161584	-0.040902	-0.493896	-0.115074	-0.216322	-0.397743	-0.327110	-0.238220	-0.235317	-0.278952	-0.297135	-0.477614	-0.268844	-0.447654	-0.432307	-0.298723	-0.524948	-0.247950	-0.043336	-0.443444	-0.592278	-0.195122	-0.533466	-0.362102	-0.015966	-0.405681	-0.082733	-0.145985	-0.362840	-0.309166	-0.295789	-0.515177	-0.299390	-0.384700	-0.260841	-0.280109	-0.296774	-0.205767	-0.393945	-0.506776
49.0000	-0.563661	-0.297383	-0.450417	-0.450122	-0.171671	-0.354288	-0.431807	-0.074803	-0.305380	-0.547464	-0.492155	-0.463520	-0.182800	-0.127985	-0.173284	-0.472732	-0.475178	-0.250727	-0.443487	-0.240764	-0.433247	-0.510893	-0.383078	-0.261292	-0.122770	-0.252044	-0.192069	-0.503820	-0.348730	-0.188213	-0.154578	-0.391959	-0.434225	-0.079391	-0.412349	-0.365394	-0.087139	-0.211038	-0.339745	-0.530426	-0.328404	-0.116501	-0.203179	-0.270312	-0.361461	-0.063829	0.027105	-0.494701	-0.412929	-0.609398
50.0000	-0.253427	-0.162400	-0.582658	-0.459676	-0.354338	-0.408053	-0.332167	-0.233455	-0.221476	0.018444	-0.209936	-0.220129	-0.452372	-0.385939	-0.119310	-0.163463	-0.557770	-0.109467	-0.281834	-0.635103	-0.167277	-0.322559	-0.167894	-0.369390	-0.449529	-0.180148	-0.365371	-0.381821	-0.314193	-0.050078	-0.193872	-0.421274	-0.418718	-0.222170	-0.551808	-0.258446	-0.306416	-0.503743	-0.060109	-0.288034	-0.111175	-0.146839	0.012314	-0.323640	-0.418481	-0.027778	-0.153174	-0.369784	-0.336357	-0.470793
51.0000	-0.362586	-0.383302	-0.357551	-0.594876	-0.357212	-0.259456	-0.326078	-0.316564	-0.297080	-0.176356	-0.225565	-0.173796	-0.417689	-0.114448	-0.146219	-0.223999	-0.293734	-0.110576	-0.322600	-0.484519	-0.447114	-0.398757	-0.275105	-0.106605	-0.325752	0.160892	-0.198851	-0.229686	-0.308179	-0.253508	-0.256891	-0.615677	-0.489965	-0.491537	-0.605085	-0.274991	-0.283926	-0.265969	-0.162831	-0.157263	-0.272213	-0.329947	-0.373577	-0.318965	0.120260	-0.352964	-0.237209	-0.451124	-0.279670	-0.123461
52.0000	-0.409087	-0.165177	-0.304786	-0.488658	-0.355794	-0.401738	-0.326025	-0.359390	-0.338408	-0.043015	-0.255065	-0.531389	-0.527566	-0.275606	-0.176719	-0.197137	-0.394664	-0.225916	-0.470159	-0.174487	-0.509891	-0.285806	-0.500957	-0.474743	-0.013774	-0.461523	-0.139821	-0.454897	-0.308894	-0.019960	-0.385965	-0.284444	-0.512803	-0.205711	-0.330119	-0.125710	-0.140912	-0.306837	-0.167351	-0.342485	-0.179313	-0.368246	-0.349016	-0.280330	-0.360566	-0.300369	-0.334760	-0.288413	-0.354993	-0.143264
53.0000	-0.218454	-0.346089	-0.058740	-0.470792	0.001307	-0.307853	-0.142316	-0.384903	-0.407708	-0.557375	-0.314384	-0.286059	-0.385416	-0.124034	-0.837445	-0.360740	-0.348918	-0.183335	-0.256547	-0.267190	-0.356476	-0.129007	-0.113928	-0.460583	-0.184494	-0.390518	-0.130409	-0.069402	-0.452320	-0.539041	-0.234786	-0.322610	-0.336961	-0.447266	-0.409680	-0.351592	-0.535326	-0.377729	-0.254717	-0.619235	-0.308796	-0.313682	-0.376909	-0.507235	-0.341998	-0.432323	-0.245155	-0.449302	-0.136406	-0.329504
54.0000	-0.158135	-0.184689	-0.263746	-0.210392	-0.255495	-0.422095	-0.439178	0.150288	-0.412105	-0.287369	-0.212948	0.067242	-0.166488	-0.226732	-0.398547	-0.274439	-0.336738	-0.235676	-0.309470	-0.334866	-0.617876	-0.649636	-0.527357	-0.366721	-0.381031	-0.406706	-0.555936	-0.129195	-0.475874	-0.485910	-0.155512	-0.142356	-0.423738	-0.182205	-0.281606	-0.457349	-0.361246	-0.748224	-0.480384	-0.261497	-0.154342	-0.290801	-0.277015	-0.306850	-0.177486	-0.425226	-0.190154	-0.413329	-0.236572	-0.367126
55.0000	-0.175585	-0.355933	-0.348142	-0.340135	-0.250771	-0.545422	-0.164819	-0.247960	-0.404948	-0.335360	-0.210680	-0.213705	-0.237933	-0.543516	-0.265386	-0.380083	-0.250767	-0.384452	-0.231814	-0.230550	-0.522485	-0.078086	-0.180137	-0.454123	-0.371133	-0.234419	-0.419951	-0.550990	-0.127813	-0.186997	-0.463148	-0.261419	-0.448896	-0.234432	-0.295387	0.071281	-0.114941	-0.414326	-0.321501	-0.224842	-0.255648	-0.360291	-0.227088	-0.290760	-0.430541	-0.280346	-0.216246	-0.450450	-0.553904	-0.443691
56.0000	-0.443552	-0.409634	-0.193259	-0.441507	-0.163127	-0.180804	-0.363007	-0.472115	-0.266848	-0.468717	-0.413889	-0.354465	-0.170906	-0.055659	-0.177700	-0.426766	-0.190628	-0.204185	-0.288667	-0.072300	-0.034771	-0.378670	-0.094630	-0.351327	-0.501750	-0.247849	-0.237032	-0.457525	-0.154202	-0.278026	-0.171214	-0.117535	-0.014599	-0.455386	-0.558152	-0.291496	-0.171390	-0.272305	-0.172096	-0.405632	-0.315657	-0.167807	-0.153673	-0.298342	-0.257179	-0.563044	-0.574369	-0.353633	-0.239111	-0.345778
57.0000	-0.366334	-0.033104	-0.651622	0.026507	-0.284133	-0.245023	-0.286425	-0.343122	-0.469079	-0.514355	-0.251700	-0.403980	-0.241630	-0.312184	-0.353360	-0.069892	-0.297975	-0.529126	-0.417617	-0.353108	-0.554973	-0.243185	-0.485896	-0.399135	-0.124855	-0.215757	-0.237001	-0.662818	-0.159074	-0.122884	-0.180321	-0.424556	-0.420583	-0.329845	-0.592184	-0.194812	-0.264562	-0.402236	-0.508691	-0.406811	-0.321944	-0.533568	-0.206545	-0.352326	-0.243404	-0.194734	-0.543482	-0.309238	-0.229120	-0.391076
58.0000	-0.272421	-0.162326	-0.286768	-0.421695	-0.360966	0.021192	-0.311253	-0.257524	-0.263120	-0.246048	-0.350519	-0.625479	-0.487661	-0.235591	-0.162334	-0.303884	-0.370180	-0.164026	-0.206860	-0.311705	-0.500332	-0.229301	-0.340524	-0.308848	-0.170407	-0.276955	0.015306	-0.439499	-0.332517	-0.324431	-0.278152	-0.151388	-0.388585	-0.138408	-0.277720	-0.243833	-0.547985	-0.355364	-0.226627	0.016568	-0.465276	-0.428901	-0.396716	-0.151431	-0.285405	-0.297017	-0.212183	-0.354099	-0.387320	-0.065619
59.0000	-0.177799	-0.592938	-0.208501	-0.149066	-0.353583	-0.480727	-0.327402	-0.676560	-0.112182	-0.234471	-0.547216	-0.253560	-0.373749	-0.525738	-0.106238	-0.248013	-0.320416	-0.503309	-0.417791	-0.295241	-0.313356	-0.213830	-0.356523	-0.172920	-0.221141	-0.633011	-0.460273	-0.209173	-0.040329	-0.454327	-0.404827	-0.403468	-0.212913	-0.607937	-0.303817	-0.296145	-0.331618	-0.099617	0.024260	-0.422863	-0.248094	-0.207845	-0.202125	-0.377179	0.020320	-0.221931	-0.428549	-0.094195	-0.548411	-0.509614
60.0000	-0.397876	-0.393015	-0.547787	-0.082833	-0.336740	-0.357343	-0.328040	-0.275825	-0.277143	-0.131003	-0.410240	-0.033827	-0.443029	-0.250200	-0.463448	-0.200636	-0.376885	-0.283129	-0.790950	0.032817	-0.307414	-0.316713	-0.351645	-0.315307	-0.206474	-0.584878	-0.150774	-0.388084	-0.329370	-0.358038	-0.185681	-0.209360	-0.392979	-0.280833	-0.389872	-0.360161	-0.414487	-0.337626	-0.166727	-0.494282	-0.332030	-0.277358	-0.312268	-0.291901	-0.446640	-0.353304	-0.483291	-0.204333	-0.324789	-0.267134
61.0000	-0.355548	-0.146961	-0.156136	-0.563193	-0.333283	-0.346975	-0.109096	-0.262236	-0.383137	-0.403213	-0.562253	-0.449731	-0.128113	-0.162260	-0.890731	-0.307593	-0.574082	-0.454472	-0.308401	-0.642603	-0.362893	-0.283365	-0.053164	-0.303346	-0.443878	-0.348728	-0.271858	-0.258580	-0.198268	-0.557602	-0.251452	-0.546513	-0.502550	-0.493734	-0.576271	-0.748272	-0.278044	-0.642219	-0.115595	-0.323932	-0.402998	-0.429631	-0.215912	-0.133105	-0.097059	-0.226820	-0.271884	-0.445154	-0.328856	-0.064139
62.0000	-0.495164	-0.508713	-0.278439	-0.318119	-0.220069	-0.180808	-0.202846	-0.130262	-0.523933	-0.350455	-0.182200	-0.619551	-0.508732	-0.038916	-0.350270	-0.293119	-0.165422	-0.246205	-0.412325	-0.226730	-0.629720	-0.285860	-0.493422	-0.487812	-0.561401	-0.314502	-0.575249	-0.557564	-0.537507	-0.498502	-0.481608	-0.293943	-0.367905	-0.331642	-0.258505	-0.488697	-0.450616	-0.356941	-0.296463	-0.242987	-0.163244	-0.269143	-0.208859	-0.341120	-0.258393	-0.292067	-0.491055	-0.280373	-0.497461	-0.213026
63.0000	-0.509955	-0.214922	-0.392817	-0.408154	-0.322732	-0.406590	-0.384931	-0.147205	-0.093808	-0.537893	-0.277141	-0.430158	-0.196469	-0.120464	-0.284382	-0.493518	-0.195008	-0.335613	-0.273204	-0.347744	-0.203251	-0.425066	-0.376509	-0.350633	-0.246443	-0.142474	-0.412696	-0.210828	-0.364984	-0.184657	-0.385627	-0.628227	-0.029214	-0.261860	-0.139739	-0.281156	-0.484383	-0.315615	-0.185334	-0.250659	-0.518056	-0.449468	-0.086005	-0.298355	-0.194107	-0.254440	-0.402395	-0.435623	-0.548207	-0.499165
64.0000	-0.209732	-0.231552	-0.236693	-0.421449	-0.221714	-0.507267	-0.094192	-0.314935	-0.507113	-0.100493	-0.384934	-0.199370	-0.197667	-0.248477	-0.410295	-0.466028	-0.033360	-0.570824	-0.031780	-0.246595	-0.398068	-0.595319	-0.106112	-0.394874	-0.198327	-0.319941	-0.292231	-0.414877	-0.354984	-0.200692	-0.208752	-0.371681	-0.403827	-0.029635	-0.289913	-0.739456	-0.641340	-0.455414	-0.439288	-0.701821	-0.394985	-0.378128	-0.384799	-0.346068	-0.280425	-0.196354	-0.203770	-0.390879	-0.344743	-0.562960
65.0000	-0.129016	-0.437324	0.008152	-0.249145	-0.344559	-0.151281	-0.291250	-0.105256	-0.205168	-0.322020	-0.119374	-0.396727	-0.058009	-0.564109	-0.129622	-0.474624	0.009623	-0.269347	-0.028291	-0.429237	-0.149384	-0.515330	-0.380894	-0.230206	-0.091395	-0.478844	-0.588107	-0.330626	-0.342275	-0.278001	-0.315265	-0.266399	-0.469217	-0.336397	-0.459573	-0.321709	-0.149181	-0.222240	-0.213072	-0.431562	-0.178294	-0.175894	-0.414285	-0.146846	-0.050710	-0.522194	-0.559573	-0.260572	-0.367413	-0.291292
66.0000	-0.343827	-0.334348	-0.305746	-0.426456	-0.321231	-0.380523	-0.279382	-0.027674	-0.237248	-0.224638	-0.322827	-0.456096	-0.394479	-0.313185	-0.269416	-0.242207	-0.509429	-0.419714	-0.357794	-0.340371	-0.429748	-0.348661	-0.473393	-0.447711	-0.363159	-0.233701	-0.644112	-0.346957	-0.531851	-0.591187	-0.170128	-0.411171	-0.269991	-0.113197	-0.326343	-0.233841	-0.392991	-0.552360	-0.234868	-0.160093	-0.285697	-0.193063	-0.265951	-0.371684	-0.381037	-0.438487	-0.538265	-0.233178	-0.395616	-0.310447
67.0000	-0.182778	-0.646811	-0.296075	-0.407703	-0.633038	-0.201511	-0.458906	-0.329115	-0.368823	-0.219622	-0.547991	-0.330435	-0.226460	-0.422184	-0.327391	-0.322674	-0.383618	-0.201136	-0.457285	-0.226596	-0.185934	-0.451329	-0.293856	-0.462406	-0.385321	-0.335896	-0.597494	-0.524040	-0.227726	-0.387068	-0.384555	-0.490874	-0.379195	-0.459383	-0.538225	-0.208316	-0.309736	-0.353969	-0.289821	-0.284304	-0.340487	-0.290072	-0.155930	-0.140805	-0.258725	0.013915	-0.574957	-0.421423	-0.345820	-0.148447
68.0000	-0.279027	-0.067708	-0.402177	-0.358490	-0.195823	-0.218943	-0.407897	-0.270544	-0.372719	-0.114406	-0.399194	-0.298817	0.008975	-0.298026	-0.548659	-0.467677	0.043458	-0.333074	-0.245570	0.133664	-0.138860	-0.450947	-0.212426	-0.285658	-0.369161	-0.393581	-0.294402	-0.506235	-0.178981	-0.517022	-0.483257	-0.206355	0.077577	-0.407525	-0.174578	-0.243549	-0.333608	-0.554336	-0.135871	-0.518641	-0.295622	-0.490945	-0.324563	-0.348811	-0.137452	-0.302182	-0.462447	-0.499003	-0.498689	-0.251005
69.0000	-0.429660	-0.379256	-0.460369	-0.388902	-0.280919	-0.337376	-0.436168	-0.597987	-0.608249	-0.457602	-0.087964	-0.541151	-0.425538	-0.515341	-0.530264	-0.245877	-0.338975	-0.273579	-0.388426	-0.211687	-0.402933	-0.063004	-0.391818	-0.035877	-0.232280	-0.575082	-0.405592	-0.187723	-0.444471	-0.156412	-0.003852	-0.348411	-0.450927	-0.244833	-0.320615	-0.189133	-0.493007	-0.377245	-0.413710	-0.146531	-0.305980	-0.389540	-0.145735	-0.461811	-0.416718	-0.590412	-0.320485	-0.319736	-0.398115	-0.405618
70.0000	-0.277928	-0.211565	-0.207587	-0.508173	-0.182436	-0.358284	-0.319226	-0.549783	-0.282627	-0.227499	-0.432559	-0.364730	-0.562393	-0.363662	-0.289986	-0.250619	-0.295506	-0.475773	-0.273371	-0.459347	-0.200070	0.270091	-0.248982	-0.358530	-0.374451	-0.319359	-0.425131	-0.272288	-0.504238	-0.419696	-0.584272	-0.405573	-0.072078	-0.301873	-0.597361	-0.091296	-0.520997	-0.225918	-0.360196	-0.187403	-0.559637	-0.317667	-0.228628	-0.230231	-0.182072	-0.588824	-0.424955	-0.266944	-0.252138	-0.415044
71.0000	-0.100272	-0.238901	-0.459390	-0.211591	-0.765415	-0.389712	-0.235160	-0.456707	-0.237988	-0.334728	-0.289694	-0.405567	-0.612979	-0.408555	-0.650866	-0.435222	-0.559147	-0.419377	-0.430106	-0.394541	-0.530259	-0.368789	-0.537469	-0.305746	-0.338813	-0.296654	-0.418820	-0.173470	-0.446318	-0.493839	-0.405953	-0.324693	-0.156469	-0.380240	-0.376078	-0.166559	-0.481774	-0.355229	-0.316658	-0.375467	-0.383366	-0.112664	-0.361159	-0.376677	-0.333773	-0.342226	-0.105475	-0.426720	-0.383473	-0.526901
72.0000	-0.334753	-0.125697	-0.318644	-0.172099	-0.016122	-0.331658	-0.274294	-0.395921	-0.492741	-0.013527	-0.217797	-0.425514	-0.222472	-0.411604	-0.177483	-0.333553	-0.306835	-0.398174	-0.291775	-0.397391	-0.289825	-0.228573	-0.527533	-0.187175	-0.204721	-0.478801	-0.542997	-0.280680	-0.255054	-0.324909	-0.287416	0.066122	-0.386580	-0.382706	-0.259883	-0.299854	-0.437854	-0.362387	-0.483820	-0.197459	-0.086900	-0.596734	-0.244878	-0.236303	-0.514611	-0.407834	-0.261082	-0.206895	-0.580174	-0.309974
73.0000	-0.092610	-0.392302	-0.398955	-0.275764	-0.348245	-0.197842	-0.089100	-0.491725	-0.350680	-0.452461	-0.238815	-0.479862	-0.609779	-0.408042	-0.351030	-0.245236	-0.037516	-0.198801	-0.449103	-0.596653	-0.143973	-0.390347	-0.393320	-0.250821	-0.421182	-0.215653	-0.395767	-0.305858	-0.416797	-0.423330	-0.179394	-0.154281	-0.327834	-0.127313	-0.377264	-0.347500	-0.272316	-0.323141	-0.293267	-0.027343	-0.426205	-0.458128	-0.392531	-0.736717	-0.545045	-0.448263	-0.330130	-0.231413	-0.398211	-0.537974
74.0000	-0.717686	-0.294151	-0.252878	-0.381208	-0.158497	-0.444191	-0.457888	-0.330124	-0.319045	-0.149011	0.042694	-0.183536	-0.380573	-0.345103	0.161739	-0.453478	-0.131731	-0.073118	-0.147087	-0.374238	-0.246951	-0.308116	-0.236222	-0.247253	-0.116052	-0.226505	-0.597784	-0.583626	-0.344834	-0.102163	-0.227757	-0.150339	-0.479207	-0.367991	-0.366109	-0.307529	-0.444082	-0.313060	-0.582564	-0.482882	-0.372470	-0.155434	-0.288935	-0.323944	-0.338348	-0.055753	-0.134613	-0.422655	-0.485248	-0.188226
75.0000	-0.198308	-0.237727	-0.271544	-0.427375	-0.477579	-0.305266	-0.304363	-0.383650	-0.233907	-0.269042	-0.498039	-0.418251	-0.255996	-0.278664	0.024594	-0.236659	-0.413091	-0.442369	-0.410090	-0.211669	0.039340	-0.255349	-0.207368	-0.335872	-0.226630	-0.314256	-0.143447	-0.362148	-0.482612	-0.431815	0.025096	-0.256261	-0.402359	-0.474721	-0.505254	-0.362918	-0.059620	-0.217530	-0.164550	-0.238276	-0.402836	-0.117568	-0.482567	-0.390534	-0.172960	-0.376960	-0.521214	-0.152069	-0.281523	-0.233220
76.0000	-0.304814	-0.186990	-0.162240	-0.423414	-0.225955	-0.485666	-0.510312	-0.157237	-0.317301	-0.273193	-0.479341	-0.617113	-0.290095	-0.692645	-0.345089	-0.272718	-0.377319	-0.156344	-0.218706	-0.509006	-0.231717	-0.380512	-0.495174	-0.329231	-0.596514	-0.316113	-0.064022	-0.321979	-0.020978	-0.527755	-0.335511	-0.292898	-0.376138	-0.446103	-0.232890	-0.150234	-0.163799	-0.212899	-0.310876	-0.019979	-0.330923	-0.328328	-0.328095	-0.477360	-0.629717	-0.194725	-0.187885	-0.143762	-0.270046	-0.234253
77.0000	-0.358367	-0.140362	-0.390018	0.040091	-0.471528	-0.462631	-0.451796	-0.384732	-0.557463	-0.305412	-0.487479	-0.273871	-0.249699	-0.669980	-0.329466	-0.463395	-0.483151	-0.638967	-0.503231	-0.156243	-0.368306	-0.416303	-0.204852	-0.426788	-0.390819	-0.171610	-0.662425	-0.020549	-0.302536	-0.636452	-0.444463	-0.672928	-0.289837	-0.213030	-0.410786	-0.227700	-0.192262	-0.100261	-0.391649	-0.215561	-0.400984	-0.082755	-0.163562	-0.396502	-0.570508	-0.275997	-0.348954	-0.003365	-0.562332	-0.511790
78.0000	-0.294717	-0.380088	-0.348962	-0.167805	-0.402046	-0.313122	-0.118794	-0.651488	-0.387971	-0.106481	-0.352868	-0.199701	-0.275137	-0.359284	-0.159143	-0.275511	-0.436155	-0.487609	-0.191305	-0.297668	0.117652	-0.124891	-0.283505	-0.235525	-0.612132	-0.253351	-0.378850	-0.205437	-0.136023	-0.313099	-0.341435	-0.410328	-0.520383	0.029998	-0.631947	-0.365642	-0.326430	-0.283338	-0.433637	-0.421638	-0.235469	-0.418486	-0.193409	-0.394536	-0.174624	-0.352714	-0.376779	-0.051717	-0.194629	-0.330975
79.0000	-0.600855	-0.402354	-0.449534	-0.428736	-0.015615	-0.596743	-0.372194	-0.283857	-0.269026	-0.263142	-0.137813	-0.422122	-0.110890	-0.332385	-0.047244	-0.247872	-0.589251	-0.446536	-0.447677	-0.412854	-0.057664	-0.210602	-0.434600	-0.233186	-0.332221	-0.408058	-0.363321	-0.072310	-0.228744	-0.387009	-0.350716	-0.374806	-0.255997	-0.381317	-0.358408	-0.104106	-0.075577	-0.551828	-0.337906	-0.266882	-0.273122	-0.529105	-0.209593	-0.309917	-0.494412	-0.473978	-0.211059	-0.438111	-0.469547	-0.361115
80.0000	-0.329133	-0.092166	-0.362826	-0.271478	-0.324785	0.012902	-0.416687	-0.298312	-0.169953	-0.524845	-0.450942	-0.380132	-0.439030	-0.267816	-0.541887	-0.390082	-0.308905	-0.499059	-0.257006	-0.317412	-0.536618	-0.634374	-0.496311	-0.188608	-0.370929	-0.325829	-0.322355	-0.206552	-0.302464	-0.510518	-0.306427	-0.577416	-0.318063	0.026112	-0.149010	-0.339964	-0.328883	-0.167490	-0.192943	-0.090700	-0.180150	-0.177648	-0.253060	-0.501281	-0.391277	-0.180798	-0.358059	-0.157435	-0.062305	-0.280761
81.0000	-0.235251	-0.594379	-0.232223	-0.343198	-0.256203	-0.467777	-0.608314	-0.418125	-0.381463	-0.105892	-0.121814	-0.386176	-0.390367	-0.397969	-0.556774	-0.370910	-0.062301	-0.526356	-0.135338	-0.049070	-0.406442	-0.389038	-0.254344	-0.362033	-0.163590	-0.205290	-0.138588	-0.395513	-0.302867	-0.110434	-0.436191	-0.462430	-0.229102	-0.290444	-0.346857	-0.430684	-0.293507	-0.086344	-0.206657	-0.441183	-0.446459	-0.094612	-0.264841	-0.241377	-0.202963	-0.640472	-0.261532	-0.156873	-0.296134	-0.209541
82.0000	-0.058889	-0.045068	-0.167025	-0.193003	-0.150063	-0.286586	-0.402576	-0.266323	-0.204915	-0.125143	-0.275304	-0.332571	-0.396472	-0.279153	-0.373878	-0.431836	-0.227258	-0.218623	-0.310570	-0.170541	-0.436297	-0.397764	-0.087138	-0.156053	-0.412726	-0.585421	-0.350504	-0.263004	-0.389359	-0.180486	-0.162964	-0.577698	-0.198477	-0.322545	-0.019875	-0.282184	-0.255077	0.088681	-0.386404	-0.285087	-0.331624	-0.088868	-0.470631	-0.075641	-0.153292	-0.149971	-0.295559	-0.332845	-0.467532	-0.357612
83.0000	-0.349133	-0.316741	-0.409717	-0.189868	-0.197040	-0.096160	-0.302185	-0.432682	-0.555564	-0.183322	-0.437742	-0.105365	-0.146864	-0.252414	-0.183982	-0.338742	-0.066457	-0.303503	-0.425768	-0.270075	-0.174548	-0.364563	-0.266064	-0.101392	-0.213232	-0.411122	-0.284630	-0.235959	-0.338962	-0.275625	-0.215768	-0.277141	-0.305283	-0.407934	-0.207047	-0.395013	-0.166119	-0.053637	-0.398299	-0.307915	-0.305251	-0.400909	-0.302305	-0.229253	-0.030778	-0.248700	-0.225425	-0.203154	-0.442691	-0.342790
84.0000	-0.382495	-0.261905	-0.130780	-0.098679	-0.238658	-0.390657	-0.464831	-0.211745	-0.345776	-0.430492	-0.523926	-0.278330	-0.126161	-0.371405	-0.186690	-0.263033	-0.100233	-0.204310	-0.186699	-0.296873	-0.175547	-0.131860	-0.401459	-0.443315	-0.175894	-0.158900	0.185637	-0.402094	-0.412391	-0.056572	-0.450803	-0.138406	-0.187991	-0.290923	-0.210407	-0.120790	-0.165685	-0.334766	-0.162686	-0.355933	-0.192874	-0.231314	-0.233828	-0.139873	-0.349172	-0.168434	-0.337283	-0.542864	-0.209007	-0.159232
85.0000	-0.325264	-0.352351	-0.046654	-0.377583	-0.195256	-0.595405	-0.289418	0.144939	-0.262455	-0.395967	-0.479136	-0.124061	-0.182316	-0.097982	-0.089534	-0.331678	-0.332021	-0.146429	-0.376147	-0.238509	-0.165482	-0.247119	-0.530203	-0.294531	-0.211421	-0.068668	-0.266694	-0.307658	-0.417530	-0.150620	-0.104796	-0.083984	-0.263076	-0.363421	-0.269260	-0.376815	-0.321269	-0.221922	-0.358352	-0.213767	-0.368983	-0.124027	-0.418661	-0.085816	-0.372337	-0.248836	-0.110986	-0.535808	-0.308695	-0.419425
86.0000	-0.100362	-0.244901	-0.175657	-0.221962	0.122840	-0.304414	-0.047077	-0.508513	-0.267784	-0.519288	-0.337550	-0.382997	-0.060148	-0.211124	-0.417627	-0.460405	-0.351598	-0.197829	-0.298309	-0.314436	-0.482158	-0.446116	-0.008248	-0.061418	-0.066653	-0.084515	0.027264	-0.268537	0.075284	-0.361100	-0.359394	-0.175454	-0.126151	-0.363129	-0.247915	-0.254977	-0.317621	-0.278266	-0.228685	-0.252779	-0.100324	-0.192525	-0.500435	-0.052198	0.010231	-0.422823	-0.544299	-0.494868	-0.252170	-0.349671
87.0000	-0.174865	-0.033507	0.057342	-0.486460	-0.232821	-0.355401	-0.330274	-0.301614	-0.408999	-0.155128	-0.249550	-0.281731	-0.400884	-0.142134	-0.571599	-0.327466	-0.332355	-0.125513	-0.184358	-0.539890	-0.319891	-0.281660	-0.067900	-0.321611	0.086066	-0.090184	-0.148880	0.016665	-0.182341	-0.380061	-0.401600	-0.368687	-0.176759	-0.471985	-0.263691	-0.083222	-0.128192	-0.285157	-0.205615	-0.127675	-0.046215	-0.007224	-0.054853	0.056343	-0.337419	-0.163946	-0.128044	-0.165789	0.017739	-0.223302
